itemString,marketValue,minBuyout,historical,numAuctions,date
5029,4500000000,0,4812500000,0,2021-03-15 07:54:24
76569,2058470,2400000,2398129,1,2021-03-15 07:54:24
76568,12299637,14579800,105604,1,2021-03-15 07:54:24
23536,232670893,299990000,210573350,1,2021-03-15 07:54:24
4362,1544441,1885200,3321802,2,2021-03-15 07:54:24
1414,0,0,433400,0,2021-03-15 07:54:24
5114,3322741,0,925985,0,2021-03-15 07:54:24
11584,1637961,1625400,2301690,1,2021-03-15 07:54:24
24511,924113,409000,2311204,4,2021-03-15 07:54:24
39512,659721,0,47687,0,2021-03-15 07:54:24
15003,82122190,0,57837993,0,2021-03-15 07:54:24
771,0,0,29400,0,2021-03-15 07:54:24
55978,18676,0,11685,0,2021-03-15 07:54:24
4555,300,0,41300,0,2021-03-15 07:54:24
3180,337466,0,204669,0,2021-03-15 07:54:24
414,1026093,1453800,31117,2,2021-03-15 07:54:24
2781,0,0,79975,0,2021-03-15 07:54:24
3285,0,0,200,0,2021-03-15 07:54:24
1738,0,0,15883,0,2021-03-15 07:54:24
2777,681800,681800,308700,1,2021-03-15 07:54:24
1802,7000,0,7000,0,2021-03-15 07:54:24
23631,1839582442,1789999900,1170581566,3,2021-03-15 07:54:24
74918,140388285,109472000,56165107,1,2021-03-15 07:54:24
62117,14333466,0,8325993,0,2021-03-15 07:54:24
36978,5994506,3777700,19052435,8,2021-03-15 07:54:24
3280,0,0,8342993,0,2021-03-15 07:54:24
1511,12765797,13464100,7004800,1,2021-03-15 07:54:24
4498,2080753,2760600,1450050,1,2021-03-15 07:54:24
1413,0,0,4538500,0,2021-03-15 07:54:24
1751,0,0,10900,0,2021-03-15 07:54:24
1707,84232,100,92479,1,2021-03-15 07:54:24
1785,3957859,4974200,3205933,2,2021-03-15 07:54:24
24051,71243800,0,32120255,0,2021-03-15 07:54:24
41434,0,0,1131300,0,2021-03-15 07:54:24
12828,4999998300,4999998300,2033628918,1,2021-03-15 07:54:24
8395,525001600,0,695287453,0,2021-03-15 07:54:24
15747,402446487,410333500,403453046,1,2021-03-15 07:54:24
14471,120428500,132499900,72228531,2,2021-03-15 07:54:24
11152,998926420,997290000,1065773929,2,2021-03-15 07:54:24
8398,4922752460,5526095000,1054584647,1,2021-03-15 07:54:24
38466,23244352,22000800,26165131,1,2021-03-15 07:54:24
74645,22204877,24249800,17806279,2,2021-03-15 07:54:24
132544,7373182,7373000,7374770,4,2021-03-15 07:54:24
2312,16772339,20687300,5665300,6,2021-03-15 07:54:24
38405,15560528,15560500,14040354,4,2021-03-15 07:54:24
132542,19099160,19098000,16594601,7,2021-03-15 07:54:24
132541,21579836,22481300,9351729,3,2021-03-15 07:54:24
56490,7099213,7099500,12441899,3,2021-03-15 07:54:24
2307,24656455,24656200,24142419,4,2021-03-15 07:54:24
55984,0,0,4600,0,2021-03-15 07:54:24
132536,24996282,24996100,24997635,6,2021-03-15 07:54:24
132539,19276382,19276200,19277985,4,2021-03-15 07:54:24
132521,5989090,5988900,5990526,3,2021-03-15 07:54:24
132488,6499182,6499000,5564664,6,2021-03-15 07:54:24
